,SongName,ArtistName
"2325,512,""Mora, Jhay Cortez"""
2326,KISASA KISAS,Patron
"2327,Leave The Door Open,""Bruno Mars, Anderson .Paak, Silk Sonic"""
2328,telepatía,Kali Uchis
"2329,4K,""El Alfa, Darell, Noriel"""
2330,Diosa,Myke Towers
2331,Blinding Lights,The Weeknd
2332,Just Leave Me,Ha Dong Qn
"2333,Daddy,""SDM, Booba"""
"2334,Dance With You,""Skusta Clee, Yuridope"""
2335,Ketha Momken,Dalia
2336,Relación,Sech
2337,Up,Cardi B
2338,Girls Like Us,Zoe Wees
2339,Be Happy,Dixie
"2340,Dynamite,""ILIRA, VIZE"""
2341,Goosebumps,HVME
"2342,Kolors,""Monte Booker, Smino"""
2343,ירושלים של זהב,Shuli Natan
"2344,Savage Love (Laxed - Siren Beat),""Jawsh 685, Jason Derulo"""
"2345,WACHA,""KHEA, Duki"""
"2346,Ohne Dich,""KASIMIR1441, badmómzjay, WILDBWOYS"""
2347,Drip Too Hard (Lil Baby & Gunna),Lil Baby
2348,Ponte Bonita,Víctor Pérez
"2349,Cadillac,""MORGENSHTERN, Eldzhey"""
2350,Levitating (feat. DaBaby),Dua Lipa
2351,В Потолок (feat. Boulevard Depo),KURT92
"2352,NEVER MET!,""CMTEN, Glitch Gum"""
2353,Svag,Victor Leksell
2354,Ice Cream (with Selena Gomez),BLACKPINK
"2355,LOCATION,""KAROL G, Anuel AA, J Balvin"""
2356,you broke me first,Tate McRae
2357,Candy,BAEKHYUN
"2358,Safaera,""Bad Bunny, Jowell & Randy, Ñengo Flow"""
2359,Eyes Blue Like The Atlantic (feat. Subvrbs),Sista Prod
"2360,Riot,""Open Till L8, Hooligan Hefs"""
"2361,Dame Luz,""Quimico Ultra Mega, Martha Heredia"""
"2362,Despeinada,""Ozuna, Camilo"""
2363,Michelle,Sir Chloe
2364,Cat Girls Are Ruining My Life!,CORPSE
2365,SUN GOES DOWN,Lil Nas X
2366,Heather,Conan Gray
2367,Star Shopping,Lil Peep
2368,Güya,Irmak Arıcı
2369,ROCKSTAR (feat. Roddy Ricch),DaBaby
"2370,10K,""Bolémvn, Maes"""
2371,Little Dark Age,MGMT
2372,WAP (feat. Megan Thee Stallion),Cardi B
2373,MONTERO (Call Me By Your Name),Lil Nas X
2374,Day in the Life,Central Cee
2375,Deep End,Fousheé
2376,Sofia,Clairo
"2377,Дико тусим,""Даня Милохин, Nikolay Baskov"""
"2378,EL TREN,""Micro TDH, Myke Towers"""
"2379,Only You Freestyle,""Headie One, Drake"""
2380,VENT'ANNI,Måneskin
2381,Gentleman,SL
2382,Jocelyn Flores,XXXTENTACION
2383,Drip Like ME,Kenndog
2384,Backyard Boy,Claire Rosinkranz
2385,You Got It,Vedo
2386,Astronaut In The Ocean,Masked Wolf
"2387,La Mitad,""Camilo, Christian Nodal"""
2388,Etsi,SNIK
"2389,Waqt Tham Gaya Kahin (Currious List),""Zenith, Danish Sood"""
"2390,THE BADDEST,""K/DA, (G)I-DLE, Wolftyla, Bea Miller, League of Legends"""
2391,Peter Pan,Faqhiri
2392,ОЙ,SQWOZ BAB
2393,Como Estrellas,LA YOUNG
2394,Daddy Issues,The Neighbourhood
2395,This Side of Paradise,Coyote Theory
2396,Whenever You Call,ARASHI
2397,...Ready For It?,Taylor Swift
2398,Overwhelmed,Royal & the Serpent
2399,Tattoo - Remix with Camilo,Rauw Alejandro
2400,telepatía,Kali Uchis
2401,When We're High,LP
2402,Be Happy,Dixie
2403,Yeux disent,Lomepal
2404,Como Si Nada,Adso Alejandro
"2405,Bande organisée,""13 Organisé, SCH, Kofs, Jul, Naps, Soso Maness, Elams, Solda, Houari"""
"2406,Rangos II,""Pekeño 77, Cazzu, Neo Pistea, C.R.O, Bhavi, Homer El Mero Mero, Ruben Rada"""
"2407,UN DIA (ONE DAY) (Feat. Tainy),""J Balvin, Dua Lipa, Bad Bunny"""
2408,Mood Swings (feat. Lil Tjay),Pop Smoke
2409,Midnight Sky,Miley Cyrus
2410,夜に駆ける,YOASOBI
"2411,""Пошло всё в жопу, сяду на коня"",Пневмослон"
2412,Lonely (with benny blanco),Justin Bieber
2413,Peace,A.L.A
"2414,Dusk Till Dawn - Radio Edit,""ZAYN, Sia"""
"2415,Desce Pro Play (PA PA PA),""Mc Zaac, Anitta, Tyga"""
"2416,""Si Me Muero (feat. Farruko, Lary Over, Nengo Flow & Darell)"",""Pepe Quintana, Ñengo Flow"""
2417,Юность,Dabro
2418,Ayer Me Llamó Mi Ex (feat. Lenny Santos),KHEA
"2419,Devotion - 2020 Remix,""Bingo Players, Felguk, Fafaq"""
2420,Shape of You,Ed Sheeran
2421,Recairei - Ao Vivo,Os Barões Da Pisadinha
"2422,Dream Girl - Remix,""Ir Sais, Rauw Alejandro"""
2423,Deep End,Fousheé
2424,Adderall (Corvette Corvette),Popp Hunna
2425,Animals,Architects
2426,Fetish (feat. Gucci Mane),Selena Gomez
2427,Symphony (feat. Zara Larsson),Clean Bandit
2428,忘了怎麼快樂,Alien Huang
2429,I Get the Bag (feat. Migos),Gucci Mane
2430,Agora Vai Sentar,MC's Jhowzinho & Kadinho
2431,Takvim,Bahadır Tatlıöz
2432,Anywhere,Rita Ora
2433,If I'm Lucky,Jason Derulo
2434,Ayer Me Llamó Mi Ex (feat. Lenny Santos),KHEA
2435,Fuck Up the Friendship,Leah Kate
"2436,אור הירח,""Jasmin Moallem, Tuna"""
"2437,Parce (feat. Justin Quiles),""Maluma, Lenny Tavárez"""
2438,This Is Halloween,The Citizens of Halloween
2439,ไม่มีปาฎิหาริย์,Num KALA
2440,別人的 - 電影《孤味》片尾曲,Vivian Hsu
2441,Sugar (feat. Francesco Yates),Robin Schulz
2442,Ben Elimi Sana Verdim,MERO
2443,Ready To Love You,HEDEGAARD
"2444,""Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)"",""Super Yei, Jone Quest"""
"2445,SexyBack,""DMNDS, Koosen, Strange Fruits Music"""
2446,Amazing,George Michael
2447,Serotonin (feat. Ego),Calin
2448,Abe Maria,JMakata
2449,WOFF,Baby Alice
2450,Fairytale of New York (feat. Kirsty MacColl),The Pogues
2451,Chameleon,PNAU
2452,Dynamite,BTS
"2453,Bebé - Remix,""Brytiago, Daddy Yankee, Nicky Jam"""
2454,Your Best American Girl,Mitski
2455,Regálame,Mario Bautista
2456,Levitating (feat. DaBaby),Dua Lipa
"2457,La Mujer Traiciona,""Lenny Tavárez, Beéle"""
"2458,Head Shoulders Knees & Toes (feat. Norma Jean Martine),""Ofenbach, Quarterhead"""
2459,Too Good At Goodbyes,Sam Smith
2460,Friends (with BloodPop®),Justin Bieber
"2461,I Feel It Coming,""The Weeknd, Daft Punk"""
2462,Dynamite,BTS
2463,Love Galore (feat. Travis Scott),SZA
2464,Drip Like ME,Kenndog
"2465,Havana,""Camila Cabello, Young Thug"""
"2466,Know No Better (feat. Travis Scott & Quavo) - Bad Bunny Remix,""Major Lazer, Camila Cabello"""
2467,Watermelon Sugar,Harry Styles
2468,Oro E Argento,Gemitaiz
"2469,Despacito - Remix,""Luis Fonsi, Daddy Yankee, Justin Bieber"""
2470,Trapstar,Dante YN
2471,دورك جي,Wegz
2472,No Se Que,Boza
2473,Woman,Doja Cat
2474,Si Veo a Tu Mamá,Bad Bunny
2475,Sawb Al Riyadh,Mashael
2476,She Knows (feat. Amber Coffman & Cults),J. Cole
2477,Galway Girl,Ed Sheeran
2478,Paradise (feat. Dermot Kennedy),MEDUZA
"2479,Havana,""Camila Cabello, Young Thug"""
2480,Bad At Love,Halsey
2481,Thunder,Imagine Dragons
"2482,Mi Niña,""Wisin, Myke Towers, Los Legendarios"""
2483,good 4 u,Olivia Rodrigo
2484,Otra vez (feat. J Balvin),Zion & Lennox
2485,Audition (The Fools Who Dream),Emma Stone
2486,Tú Foto,Ozuna
2487,分手總約在雨天,Charmaine Fong
2488,Why'd You Only Call Me When You're High?,Arctic Monkeys
"2489,Bandido,""Myke Towers, Juhn"""
"2490,Unforgettable,""French Montana, Swae Lee"""
2491,Crying in the Club,Camila Cabello
"2492,Ghostface Killers,""21 Savage, Offset, Metro Boomin, Travis Scott"""
2493,Báilame,Nacho
"2494,El Tóxico,""Grupo Firme, Carin Leon"""
"2495,Kül,""Cem Adrian, Mark Eliyahu"""
2496,DUMB DUMB,SOMI
"2497,L-Gante: RKT SESSIONS #1,""Papu DJ, L-Gante"""
2498,RAPSTAR,Polo G
2499,La flaca,Jarabe De Palo
2500,Meu Abrigo,Melim
2501,Qué Me Has Hecho (feat. Wisin),Chayanne
2502,Sobredosis (feat. Ozuna),Romeo Santos
2503,Pamit,Tulus
2504,Di Notte (feat. Sfera Ebbasta & Carl Brave),Ernia
2505,Freaks,Surf Curse
2506,Sám Doma,Earth
2507,Symphony (feat. Zara Larsson),Clean Bandit
"2508,""Amor, Amor, Amor (feat. Wisin)"",Jennifer Lopez"
2509,はじまりの予感,Ketsumeishi
"2510,Havana,""Camila Cabello, Young Thug"""
2511,Sakit,IamNeeta
"2512,Alguien Robo,""Sebastian Yatra, Nacho, Wisin"""
"2513,Skate,""Bruno Mars, Anderson .Paak, Silk Sonic"""
2514,Perro Fiel (feat. Nicky Jam),Shakira
2515,Friends (with BloodPop®),Justin Bieber
2516,2U (feat. Justin Bieber),David Guetta
2517,Pasarela,Ñejo & Dalmata
"2518,Tuba Life,""Niska, Booba"""
2519,NDA,Billie Eilish
"2520,Leave The Door Open,""Bruno Mars, Anderson .Paak, Silk Sonic"""
2521,If I'm Lucky,Jason Derulo
"2522,Quiero Repetir,""Ozuna, J Balvin"""
"2523,Robarte un Beso,""Carlos Vives, Sebastian Yatra"""
2524,Attention,Charlie Puth
2525,Uh amor (feat. Lionel Ferro),#TocoParaVos
2526,Ni Tú Ni Yo (feat. Gente de Zona),Jennifer Lopez
2527,I Took A Pill In Ibiza - Seeb Remix,Mike Posner
"2528,Volando - Remix,""Mora, Bad Bunny, Sech"""
2529,Aroma,JC el Diamante
2530,Jenny (I Wanna Ruin Our Friendship),Studio Killers
"2531,CÓMO SE SIENTE - Remix,""Jhay Cortez, Bad Bunny"""
2532,SABINA之淚,my little airport
2533,Smells Like Teen Spirit,Nirvana
2534,Una Vaina Loca,Fuego
2535,Perfect,Ed Sheeran
"2536,Bebeto,""Kendji Girac, Soolking"""
"2537,Closer,""The Chainsmokers, Halsey"""
2538,STAY (with Justin Bieber),The Kid LAROI
"2539,""I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)"",DJ Khaled"
2540,Despacito (Featuring Daddy Yankee),Luis Fonsi
2541,Kingda Ka,Reto
2542,Magenta (prod. Auer),Pezet
2543,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X
"2544,Silence,""Marshmello, Khalid"""
2545,疑心病,Ren Ran
"2546,LALALA,""Grey256, Psycho Rhyme"""
"2547,Tacos Altos,""Farruko, Arcangel, Noriel, Bryant Myers, Alex Gargola"""
"2548,LA NOCHE DE ANOCHE,""Bad Bunny, ROSALÍA"""
2549,TE MUDASTE,Bad Bunny
2550,Princezny a Zámky (feat. Fobia Kid),Pil C
2551,Need To Know,Doja Cat
2552,Neo Plano,FANN
2553,Kalli Sohni,Arjan Dhillon
2554,Mamacita,Ninho
"2555,YaMeFui,""Bizarrap, Duki, Nicki Nicole"""
2556,Lettre à une femme,Ninho
2557,TE MUDASTE,Bad Bunny
2558,Lonely Together (feat. Rita Ora),Avicii
"2559,La Botella,""Justin Quiles, Maluma"""
"2560,Nuestra Canción,""Monsieur Periné, Vicente Garcia"""
"2561,Thelei Tattoo,""Rack, Oge"""
2562,You Can Call Me Al,Paul Simon
2563,ואם תבואי אליי,Idan Raichel
"2564,Mama Makusa,""Big Baby Tape, kizaru"""
"2565,Sweet Dreams (Are Made of This) - Remastered,""Eurythmics, Annie Lennox, Dave Stewart"""
2566,MEXICO,Chris Holsten
2567,Persiana Americana,Soda Stereo
"2568,Escápate Conmigo - Remix,""Wisin, Ozuna, Bad Bunny, De La Ghetto, Arcangel, Noriel, Almighty"""
2569,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,Pitbull
2570,you broke me first,Tate McRae
2571,good 4 u,Olivia Rodrigo
2572,I WANNA BE YOUR SLAVE,Måneskin
"2573,Poblado - Remix,""J Balvin, KAROL G, Nicky Jam, Crissin, Totoy El Frio, Natan & Shander"""
2574,Ahora Te Puedes Marchar,Luis Miguel
2575,Me Acostumbre (feat. Bad Bunny),Arcangel
"2576,Ahora Me Llama - Remix,""KAROL G, Bad Bunny, Quavo"""
2577,Blinding Lights,The Weeknd
2578,Knife Talk (with 21 Savage ft. Project Pat),Drake
2579,Shivers,Ed Sheeran
2580,Slippery (feat. Gucci Mane),Migos
2581,Não Parei De Sofrer,Gustavo Mioto
2582,Film out,BTS
2583,Hurricane,Kanye West
"2584,CLOUD 7,""Dardan, Cro"""
2585,Ring,Fy
2586,Aşk Nerden Nereye,Gripin
2587,Levitating,Dua Lipa
"2588,BB,""MYA, Emilia"""
2589,Rich Love (with Seeb),OneRepublic
"2590,La Forma en Que Me Miras,""Super Yei, Jone Quest, Sammy, Myke Towers, Lenny Tavárez, Rafa Pabön"""
"2591,Craving You,""Thomas Rhett, Maren Morris"""
2592,RAPSTAR,Polo G
2593,Saved,Khalid
2594,Everybody,Logic
2595,Dance Monkey,Tones And I
2596,Ela Não Vai Voltar,João Gomes
2597,HACIENDO QUE ME AMAS,Bad Bunny
"2598,Échame La Culpa,""Luis Fonsi, Demi Lovato"""
"2599,Blockia,""Bad Bunny, Farruko, DJ Luian, Mambo Kingz"""
2600,Dandelions,Ruth B.
"2601,Mal Acostumbrao,""Mau y Ricky, Maria Becerra"""
2602,Olha a Explosão,MC Kevinho
"2603,Polvo,""Nicky Jam, Myke Towers"""
2604,Síguelo Bailando,Ozuna
2605,The Moment I Knew (Taylor's Version),Taylor Swift
2606,Looking Out for You,Joy Again
2607,Life Is Good (feat. Drake),Future
2608,How Long,Charlie Puth
2609,Did You See,J Hus
"2610,Something Just Like This,""The Chainsmokers, Coldplay"""
2611,Galway Girl,Ed Sheeran
2612,Too Good At Goodbyes - Edit,Sam Smith
2613,New Rules,Dua Lipa
2614,Rooftop,Nico Santos
2615,Jail,Kanye West
2616,love nwantiti (ah ah ah),CKay
2617,Otra vez (feat. J Balvin),Zion & Lennox
"2618,Si Se Da - Remix,""Myke Towers, Farruko, Arcangel, Sech, Zion"""
"2619,Despacito - Remix,""Luis Fonsi, Daddy Yankee, Justin Bieber"""
2620,Despacito (Featuring Daddy Yankee),Luis Fonsi
2621,Kiss Me More (feat. SZA),Doja Cat
2622,Yonaguni,Bad Bunny
2623,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo
2624,Slow Hands,Niall Horan
"2625,Dirty Sexy Money (feat. Charli XCX & French Montana),""David Guetta, Afrojack"""
2626,Pistolas Con Chip,Marcianeke
2627,Sweater Weather,The Neighbourhood
2628,Martin & Gina,Polo G
2629,SAD!,XXXTENTACION
2630,I Bet You Look Good On The Dancefloor,Arctic Monkeys
"2631,Ahora Dice,""Chris Jedi, J Balvin, Ozuna, Arcangel"""
"2632,Robarte un Beso,""Carlos Vives, Sebastian Yatra"""
2633,Believe Me,Navos
2634,Love In The Dark,Adele
"2635,rockstar,""Post Malone, 21 Savage"""
2636,Malibu,Miley Cyrus
2637,Kuzum,Bengü
2638,When I Was Your Man,Bruno Mars
"2639,Ficante Fiel,""Mad Dogz, Mari Fernandez"""
2640,La Old Skul,Rauw Alejandro
2641,Zina,Soufiane Eddyani
2642,كان نفسي,Wegz
2643,Say You Won't Let Go,James Arthur
2644,Wonderful Christmastime - Remastered 2011 / Edited Version,Paul McCartney
2645,Hödn,Seiler und Speer
2646,Lonely Together (feat. Rita Ora),Avicii
2647,Lucciole,BLANCO
2648,There's Nothing Holdin' Me Back,Shawn Mendes
"2649,Me Fije,""Alex Rose, Rauw Alejandro"""
2650,Kiss Me More (feat. SZA),Doja Cat
2651,Robbery,Juice WRLD
2652,Do I Wanna Know?,Arctic Monkeys
2653,Reckless,Madison Beer
2654,MONTERO (Call Me By Your Name),Lil Nas X
2655,Wildest Dreams,Taylor Swift
2656,告白氣球,Jay Chou
2657,Генг,Платина
2658,DEAD RIGHT NOW,Lil Nas X
2659,Hard To Say Goodbye,RONDÉ
2660,Let You Down,NF
2661,Happier Than Ever,Billie Eilish
2662,Vete,KHEA
2663,Op (feat. Gilli & Benny Jamz),KESI
"2664,""Feels (feat. Pharrell Williams, Katy Perry & Big Sean)"",""Calvin Harris, Funk Wav"""
2665,All Star,Smash Mouth
"2666,Silence,""Marshmello, Khalid"""
2667,Strongest (Alan Walker Remix),Ina Wroldsen
2668,ESCAPE PLAN,Travis Scott
2669,Feliz Navidad,José Feliciano
2670,Can I Be Him,James Arthur
"2671,""Siren Remix (Feat. UNEDUCATED KID, Paul Blanco)"",HOMIES"
2672,Without You (feat. Sandro Cavazza),Avicii
"2673,Ahora Dice,""Chris Jedi, J Balvin, Ozuna, Arcangel"""
2674,You can't sit with us,SUNMI
2675,Veit (feat. Tuva Syvertsen),Pats Nichols
"2676,All I Need,""Joakim Lundell, Arrhult"""
2677,We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift
"2678,""Choďte šeci Do Piče (feat. Strapo, Ektor & Hrdlorez Boris)"",DJ Wich"
2679,Lemah Teles,Happy Asmara
2680,Blinding Lights,The Weeknd
"2681,Hold on to Me (feat. GTA),""Yellow Claw, Good Times Ahead"""
2682,Morgan,White 2115
2683,Life Goes On - Ryan Riback Remix,Fergie
2684,Shape of You,Ed Sheeran
"2685,Paani Paani,""Badshah, Aastha Gill"""
2686,Komplicerad,Miss Li
2687,I Hate Dancing,Faux Pas
2688,Sobrio,Maluma
2689,Všetko Sa Mení,Katarzia
2690,Beggin',Måneskin
2691,Take Me To Church,Hozier
2692,Monokrom,Tulus
2693,Shape of You,Ed Sheeran
2694,Hurricane,Kanye West
2695,Young Dumb & Broke,Khalid
2696,Alles Komt Goed,Jaap Reesema
2697,París,Ingratax
2698,Ya No Me Duele Más (feat. Farruko) - Remix,Silvestre Dangond
2699,Easy On Me,Adele
2700,No Promises (feat. Demi Lovato),Cheat Codes
"2701,Umsebenzi Wethu,""Busta 929, Mpura, Zuma, Mr JazziQ, Lady Du, Reece Madlisa"""
2702,MONTERO (Call Me By Your Name),Lil Nas X
2703,Acapulco,Jason Derulo
2704,Aden P2,Lia Shine
2705,Sexual - Recorded at Spotify Studios NYC,Zara Larsson
"2706,""I Don’t Wanna Live Forever (Fifty Shades Darker) - From """"Fifty Shades Darker (Original Motion Picture Soundtrack)"""""",""ZAYN, Taylor Swift"""
2707,Aşk Yok Olmaktır,Mabel Matiz
2708,Wildest Dreams (Taylor's Version),Taylor Swift
"2709,""Changed My Number, Pt. 2"",L.A. VanGogh"
2710,Careless Whisper,George Michael
"2711,""Mere Yaaraa (From """"Sooryavanshi"""")"",""Arijit Singh, Neeti Mohan, Rashmi Virag"""
"2712,Я в моменте,""Dzharakhov, Markul"""
2713,Solo a solas (feat. Maluma),Cosculluela
2714,光年之外 (電影 《Passengers》 中國區主題曲),G.E.M.
"2715,Do It To It,""ACRAZE, Cherish"""
2716,Reggaetón Lento (Bailemos),CNCO
2717,Baby,Donnie & Joe Emerson
2718,Human,Rag'n'Bone Man
2719,Believer,Imagine Dragons
2720,Kuss an Dich,HE/RO
"2721,Andromeda (feat. DRAM) - Bonobo Remix,""Gorillaz, Shelley FKA DRAM"""
2722,Relove Relax,Wantaways
"2723,It's A Vibe,""2 Chainz, Ty Dolla $ign, Trey Songz, Jhené Aiko"""
2724,Otra vez (feat. J Balvin),Zion & Lennox
"2725,Háblame Bajito,""Abraham Mateo, 50 Cent, Austin Mahone"""
2726,En el Séptimo Día (SEP7IMO DIA),Soda Stereo
2727,海のリビング,鈴木鈴木
"2728,Cold Heart - PNAU Remix,""Elton John, Dua Lipa"""
"2729,HOTBOYZ,""Branco, Artigeardit"""
2730,Two Moons,BoyWithUke
"2731,Bosses,""SNIK, Light, Mad Clip"""
"2732,Kým Ťa Mám,""Kali, Peter Pann, Alan Murin, Čis T"""
2733,Tacones Rojos,Sebastian Yatra
"2734,""Pray - From """"Fifty Shades Darker (Original Motion Picture Soundtrack)"""""",""JRY, RuthAnne"""
2735,Trouble,Moonshine Man
2736,愛を知るまでは,Aimyon
2737,STAY (with Justin Bieber),The Kid LAROI
"2738,A Un Paso De La Luna,""Ana Mena, Rocco Hunt"""
2739,Shape of You,Ed Sheeran
2740,Skyfall,Adele
2741,猫,DISH//
2742,Love Tonight - Edit,Shouse
"2743,Toda Remix - Remix,""Alex Rose, Rauw Alejandro, Lenny Tavárez, Cazzu, Lyanno"""
"2744,Scared to Be Lonely,""Martin Garrix, Dua Lipa"""
"2745,Skate,""Bruno Mars, Anderson .Paak, Silk Sonic"""
2746,Not Afraid Anymore,Halsey
2747,There's Nothing Holdin' Me Back,Shawn Mendes
2748,I Want You,Chris Lake
2749,Square (2017),Yerin Baek
2750,Gucci Gang,Lil Pump
"2751,Stick Out,""kizaru, Big Baby Tape"""
2752,River (feat. Ed Sheeran),Eminem
"2753,Promiscuous,""Nelly Furtado, Timbaland"""
2754,Pepas,Farruko
"2755,rockstar,""Post Malone, 21 Savage"""
2756,Cúrame,Rauw Alejandro
2757,La isla del amor (feat. Maki),Demarco Flamenco
2758,Dreamer,Axwell /\ Ingrosso
2759,Meant to Be (feat. Florida Georgia Line),Bebe Rexha
"2760,""Nefes Al Zombi, Pt. 2"",No.1"
2761,Like Home (feat. Alicia Keys),Eminem
"2762,Spotlight,""Marshmello, Lil Peep"""
2763,Seguir Viviendo Sin Tu Amor,Luis Alberto Spinetta
2764,Someone Like You,Adele
2765,Hypnotised,Coldplay
"2766,Hola - Remix,""Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow"""
"2767,'Till I Collapse,""Eminem, Nate Dogg"""
2768,Slide (feat. Frank Ocean & Migos),Calvin Harris
2769,What You Know Bout Love,Pop Smoke
2770,iSpy (feat. Lil Yachty),KYLE
2771,Gucci Gang,Lil Pump
"2772,Vuelve,""Daddy Yankee, Bad Bunny"""
2773,E.L.E.P.H.A.N.T - Bonus Track,Booba
2774,Fairytale of New York (feat. Kirsty MacColl),The Pogues
2775,Ready For The Weekend,Cat Carpenters
2776,รักตัวเอง,Room 39
2777,Paint Me Naked,TEN
2778,Work Out,J. Cole
"2779,There for You,""Martin Garrix, Troye Sivan"""
2780,Feels Great (feat. Fetty Wap & CVBZ),Cheat Codes
"2781,3 A.M.,""Jesse & Joy, Gente De Zona"""
2782,Thinking out Loud,Ed Sheeran
2783,Redbone,Childish Gambino
2784,Cuando Llegan las Seis,Demian Rodríguez
2785,Give Me One Reason,Tom & Collins
"2786,Real Life,""Duke Dumont, Gorgon City, NAATIONS"""
"2787,Wildcard,""Mickey Valen, Feli Ferraro"""
2788,Dreamers,THE CHARM PARK
2789,Bridge Over Troubled Water,Artists for Grenfell
2790,Saxochill,Bassen Music
2791,Drift,Towkio
2792,Quit (feat. Ariana Grande),Cashmere Cat
2793,Freaky (feat. Wande Coal & Beenie Man) - Radio Edit,Dr Vades
2794,Real Friends,Camila Cabello
2795,Sorry Not Sorry,Demi Lovato
"2796,Unforgettable,""French Montana, Swae Lee"""
2797,Los Dos,Llevarte a Marte
2798,框不住的愛 - 不插電版,Evangeline Wong
2799,Selamat Hari Raya,Puan Sri Saloma
2800,Rooftop,Nico Santos
2801,The First Noel - Remastered 1999,Frank Sinatra
"2802,Voy Después,""El Nene la Amenazzy, DJ Dickson"""
"2803,""Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)"",Machine Gun Kelly"
"2804,""Speakers, Bleachers And Preachers"",Brandon Lay"
2805,Brother,Kodaline
2806,Run,OneRepublic
2807,Fetish (feat. Gucci Mane),Selena Gomez
2808,Hard Feelings/Loveless,Lorde
2809,Praying,Kesha
2810,Talking to Myself,Linkin Park
"2811,Loka,""Simone & Simaria, Anitta"""
"2812,הנרות הללו,""Dalia Amihud, Kids Choir"""
"2813,Ludzie piękni,""Kacperczyk, CatchUp, Janusz Walczuk"""
2814,...Ready For It?,Taylor Swift
2815,Tal Vez,Paulo Londra
2816,Ouzoreny,Khaled Essam El Deen
2817,I'll Be Home For Christmas - Recorded at Spotify Studios NYC,Demi Lovato
2818,Another Love,Tom Odell
2819,Freiheit = Gold (Hey Boy!),Wunderwelt
"2820,Chica Ideal,""Sebastian Yatra, Guaynaa"""
2821,Keep My Spirit Alive,Kanye West
2822,Feliz Nochebuena,Rodolfo Aicardi
2823,Don't Go Yet,Camila Cabello
"2824,Ahora Dice,""Chris Jedi, J Balvin, Ozuna, Arcangel"""
2825,There's Nothing Holdin' Me Back,Shawn Mendes
2826,Versace on the Floor,Bruno Mars
"2827,Mi Gente,""J Balvin, Willy William"""
2828,猜不透,Della
"2829,Mi Niña,""Wisin, Myke Towers, Los Legendarios"""
"2830,Wie Falco,""Nimo, Yung Hurn, Ufo361"""
2831,Te Mentiría,The La Planta
2832,Makina,UZI
"2833,Hazudtál,""KKevin, T. Danny, GINOKA"""
2834,Fondo de Bikini,Leon Leiden
2835,Galway Girl,Ed Sheeran
2836,Küvet,Ezhel
"2837,Fanática,""La Nena Velez, Rayo"""
"2838,Bonita - Remix,""J Balvin, Jowell & Randy, Nicky Jam, Wisin, Yandel, Ozuna"""
"2839,Rewrite The Stars,""Zac Efron, Zendaya"""
2840,oops!,Yung Gravy
"2841,Just the Two of Us,""Grover Washington, Jr."""
2842,Remember That Night?,Sara Kays
2843,Tip Toe (feat. French Montana),Jason Derulo
2844,good 4 u,Olivia Rodrigo
2845,Buss It,Erica Banks
2846,Live Love Learn (feat. Peg Parnevik),Sondr
2847,Paris in the Rain,Lauv
2848,Strange,Celeste
2849,Daechwita,Agust D
"2850,Ça canarde,""Bolémvn, Guy2bezbar"""
2851,Tigini,Kikimoteleba
2852,Bad Advice,Otherkin
2853,MONEY,LISA
"2854,Lento,""Santy-P, Moree Neri"""
2855,this is what falling in love feels like,JVKE
"2856,Face Off,""Tech N9ne, Joey Cool, King Iso, Dwayne Johnson"""
2857,Two Moons,BoyWithUke
2858,Kilby Girl,The Backseat Lovers
"2859,Blocks & Ghettos,""OE63, DEDO"""
"2860,Antisocial,""Slump6s, BabySantana"""
2861,LALISA,LISA
2862,abcdefu (angrier),GAYLE
"2863,""Treceți, Batalioane Române, Carpații!"",""Corul și Orchestra Ansamblului artistic Doina al Armatei, Corul și Orchestra de studio a Radioteleviziunii Române"""
2864,Alien Blues,Vundabar
2865,see you later (ten years),Jenna Raine
"2866,Pegada de Malvado,""Mc Danone, Mc Frog"""
"2867,OUTTHEMUD,""SiNNER MOON, Cactus Johnson, VEWS, RebyTaji"""
2868,nuts (feat. rainy bear),Lil Peep
2869,Bebra,Klywoodjeb
2870,Infinity,Jaymes Young
2871,I WANNA BE YOUR SLAVE,Måneskin
2872,Close Eyes,DVRST
2873,Pope Is a Rockstar,SALES
2874,Zeu,Spike
2875,Havana (feat. Young Thug),Camila Cabello
2876,Mayonaka no Door / Stay With Me,Miki Matsubara
"2877,Ameaça,""Paulo Pires, Mc Danny, Marcynho Sensação"""
2878,El Cuarteto de Ibai,Lucas Requena
"2879,Я буду ебать,""Moreart, IHI"""
2880,Alien Blues,Vundabar
2881,Sẽ Chẳng Yêu Người Khác Đâu,Niz
2882,DPM (De Pxta Madre),Kany García
2883,Pepas,Farruko
"2884,""No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]"",BANDIDO"
"2885,Big Cut,""Galee Galee, Harry Nach, Pablo Chill-E"""
2886,Oi,Monsta X
2887,Levo,Recondite
2888,מה איתך אבא,Odeya
